path,label,signer
dataset\raw\know\sample_086_wj.npz,know,wj
dataset\raw\know\sample_065_wj.npz,know,wj
dataset\raw\know\sample_067_wj.npz,know,wj
dataset\raw\know\sample_063_wj.npz,know,wj
dataset\raw\know\sample_090_wj.npz,know,wj
dataset\raw\know\sample_085_wj.npz,know,wj
dataset\raw\know\sample_072_wj.npz,know,wj
dataset\raw\know\sample_083_wj.npz,know,wj
dataset\raw\know\sample_084_wj.npz,know,wj
dataset\raw\know\sample_062_wj.npz,know,wj
dataset\raw\know\sample_068_wj.npz,know,wj
dataset\raw\know\sample_077_wj.npz,know,wj
dataset\raw\know\sample_089_wj.npz,know,wj
dataset\raw\know\sample_081_wj.npz,know,wj
dataset\raw\know\sample_069_wj.npz,know,wj
dataset\raw\later\sample_051_matt.npz,later,matt
dataset\raw\later\sample_050_matt.npz,later,matt
dataset\raw\later\sample_052_matt.npz,later,matt
dataset\raw\later\sample_055_matt.npz,later,matt
dataset\raw\later\sample_054_matt.npz,later,matt
dataset\raw\later\sample_038_matt.npz,later,matt
dataset\raw\later\sample_032_matt.npz,later,matt
dataset\raw\later\sample_059_matt.npz,later,matt
dataset\raw\later\sample_033_matt.npz,later,matt
dataset\raw\later\sample_044_matt.npz,later,matt
dataset\raw\later\sample_042_matt.npz,later,matt
dataset\raw\later\sample_048_matt.npz,later,matt
dataset\raw\later\sample_035_matt.npz,later,matt
dataset\raw\later\sample_049_matt.npz,later,matt
dataset\raw\later\sample_046_matt.npz,later,matt
dataset\raw\later\sample_041_matt.npz,later,matt
dataset\raw\later\sample_060_matt.npz,later,matt
dataset\raw\later\sample_034_matt.npz,later,matt
dataset\raw\later\sample_045_matt.npz,later,matt
dataset\raw\later\sample_039_matt.npz,later,matt
dataset\raw\later\sample_022_mike.npz,later,mike
dataset\raw\later\sample_021_mike.npz,later,mike
dataset\raw\later\sample_017_mike.npz,later,mike
dataset\raw\later\sample_008_mike.npz,later,mike
dataset\raw\later\sample_020_mike.npz,later,mike
dataset\raw\later\sample_001_mike.npz,later,mike
dataset\raw\later\sample_003_mike.npz,later,mike
dataset\raw\later\sample_016_mike.npz,later,mike
dataset\raw\later\sample_019_mike.npz,later,mike
dataset\raw\later\sample_015_mike.npz,later,mike
dataset\raw\later\sample_018_mike.npz,later,mike
dataset\raw\later\sample_006_mike.npz,later,mike
dataset\raw\later\sample_007_mike.npz,later,mike
dataset\raw\later\sample_002_mike.npz,later,mike
dataset\raw\later\sample_009_mike.npz,later,mike
dataset\raw\later\sample_030_mike.npz,later,mike
dataset\raw\later\sample_010_mike.npz,later,mike
dataset\raw\later\sample_005_mike.npz,later,mike
dataset\raw\later\sample_004_mike.npz,later,mike
dataset\raw\later\sample_028_mike.npz,later,mike
dataset\raw\later\sample_090_wj.npz,later,wj
dataset\raw\later\sample_062_wj.npz,later,wj
dataset\raw\later\sample_082_wj.npz,later,wj
dataset\raw\later\sample_075_wj.npz,later,wj
dataset\raw\later\sample_069_wj.npz,later,wj
dataset\raw\later\sample_064_wj.npz,later,wj
dataset\raw\later\sample_081_wj.npz,later,wj
dataset\raw\later\sample_084_wj.npz,later,wj
dataset\raw\later\sample_073_wj.npz,later,wj
dataset\raw\later\sample_079_wj.npz,later,wj
dataset\raw\later\sample_077_wj.npz,later,wj
dataset\raw\later\sample_065_wj.npz,later,wj
dataset\raw\later\sample_087_wj.npz,later,wj
dataset\raw\later\sample_067_wj.npz,later,wj
dataset\raw\later\sample_066_wj.npz,later,wj
dataset\raw\later\sample_072_wj.npz,later,wj
dataset\raw\later\sample_080_wj.npz,later,wj
dataset\raw\later\sample_061_wj.npz,later,wj
dataset\raw\later\sample_088_wj.npz,later,wj
dataset\raw\later\sample_071_wj.npz,later,wj
dataset\raw\learn\sample_043_matt.npz,learn,matt
dataset\raw\learn\sample_036_matt.npz,learn,matt
dataset\raw\learn\sample_033_matt.npz,learn,matt
dataset\raw\learn\sample_052_matt.npz,learn,matt
dataset\raw\learn\sample_057_matt.npz,learn,matt
dataset\raw\learn\sample_041_matt.npz,learn,matt
dataset\raw\learn\sample_054_matt.npz,learn,matt
dataset\raw\learn\sample_047_matt.npz,learn,matt
dataset\raw\learn\sample_055_matt.npz,learn,matt
dataset\raw\learn\sample_044_matt.npz,learn,matt
dataset\raw\learn\sample_034_matt.npz,learn,matt
dataset\raw\learn\sample_059_matt.npz,learn,matt
dataset\raw\learn\sample_040_matt.npz,learn,matt
dataset\raw\learn\sample_050_matt.npz,learn,matt
dataset\raw\learn\sample_056_matt.npz,learn,matt
dataset\raw\learn\sample_035_matt.npz,learn,matt
dataset\raw\learn\sample_031_matt.npz,learn,matt
dataset\raw\learn\sample_037_matt.npz,learn,matt
dataset\raw\learn\sample_058_matt.npz,learn,matt
dataset\raw\learn\sample_032_matt.npz,learn,matt
dataset\raw\learn\sample_007_mike.npz,learn,mike
dataset\raw\learn\sample_013_mike.npz,learn,mike
dataset\raw\learn\sample_029_mike.npz,learn,mike
dataset\raw\learn\sample_028_mike.npz,learn,mike
dataset\raw\learn\sample_023_mike.npz,learn,mike
dataset\raw\learn\sample_012_mike.npz,learn,mike
dataset\raw\learn\sample_016_mike.npz,learn,mike
dataset\raw\learn\sample_005_mike.npz,learn,mike
dataset\raw\learn\sample_009_mike.npz,learn,mike
dataset\raw\learn\sample_002_mike.npz,learn,mike
dataset\raw\learn\sample_024_mike.npz,learn,mike
dataset\raw\learn\sample_001_mike.npz,learn,mike
dataset\raw\learn\sample_008_mike.npz,learn,mike
dataset\raw\learn\sample_004_mike.npz,learn,mike
dataset\raw\learn\sample_030_mike.npz,learn,mike
dataset\raw\learn\sample_027_mike.npz,learn,mike
dataset\raw\learn\sample_015_mike.npz,learn,mike
dataset\raw\learn\sample_025_mike.npz,learn,mike
dataset\raw\learn\sample_006_mike.npz,learn,mike
dataset\raw\learn\sample_010_mike.npz,learn,mike
dataset\raw\learn\sample_074_wj.npz,learn,wj
dataset\raw\learn\sample_064_wj.npz,learn,wj
dataset\raw\learn\sample_073_wj.npz,learn,wj
dataset\raw\learn\sample_077_wj.npz,learn,wj
dataset\raw\learn\sample_084_wj.npz,learn,wj
dataset\raw\learn\sample_082_wj.npz,learn,wj
dataset\raw\learn\sample_066_wj.npz,learn,wj
dataset\raw\learn\sample_089_wj.npz,learn,wj
dataset\raw\learn\sample_086_wj.npz,learn,wj
dataset\raw\learn\sample_070_wj.npz,learn,wj
dataset\raw\learn\sample_067_wj.npz,learn,wj
dataset\raw\learn\sample_069_wj.npz,learn,wj
dataset\raw\learn\sample_075_wj.npz,learn,wj
dataset\raw\learn\sample_080_wj.npz,learn,wj
dataset\raw\learn\sample_078_wj.npz,learn,wj
dataset\raw\learn\sample_088_wj.npz,learn,wj
dataset\raw\learn\sample_063_wj.npz,learn,wj
dataset\raw\learn\sample_068_wj.npz,learn,wj
dataset\raw\learn\sample_076_wj.npz,learn,wj
dataset\raw\learn\sample_087_wj.npz,learn,wj
dataset\raw\like\sample_047_matt.npz,like,matt
dataset\raw\like\sample_050_matt.npz,like,matt
dataset\raw\like\sample_048_matt.npz,like,matt
dataset\raw\like\sample_041_matt.npz,like,matt
dataset\raw\like\sample_045_matt.npz,like,matt
dataset\raw\like\sample_036_matt.npz,like,matt
dataset\raw\like\sample_035_matt.npz,like,matt
dataset\raw\like\sample_060_matt.npz,like,matt
dataset\raw\like\sample_046_matt.npz,like,matt
dataset\raw\like\sample_053_matt.npz,like,matt
dataset\raw\like\sample_040_matt.npz,like,matt
dataset\raw\like\sample_034_matt.npz,like,matt
dataset\raw\like\sample_032_matt.npz,like,matt
dataset\raw\like\sample_039_matt.npz,like,matt
dataset\raw\like\sample_054_matt.npz,like,matt
dataset\raw\like\sample_052_matt.npz,like,matt
dataset\raw\like\sample_059_matt.npz,like,matt
dataset\raw\like\sample_044_matt.npz,like,matt
dataset\raw\like\sample_049_matt.npz,like,matt
dataset\raw\like\sample_057_matt.npz,like,matt
dataset\raw\like\sample_011_mike.npz,like,mike
dataset\raw\like\sample_004_mike.npz,like,mike
dataset\raw\like\sample_017_mike.npz,like,mike
dataset\raw\like\sample_008_mike.npz,like,mike
dataset\raw\like\sample_019_mike.npz,like,mike
dataset\raw\like\sample_003_mike.npz,like,mike
dataset\raw\like\sample_006_mike.npz,like,mike
dataset\raw\like\sample_028_mike.npz,like,mike
dataset\raw\like\sample_030_mike.npz,like,mike
dataset\raw\like\sample_014_mike.npz,like,mike
dataset\raw\like\sample_010_mike.npz,like,mike
dataset\raw\like\sample_027_mike.npz,like,mike
dataset\raw\like\sample_015_mike.npz,like,mike
dataset\raw\like\sample_012_mike.npz,like,mike
dataset\raw\like\sample_026_mike.npz,like,mike
dataset\raw\like\sample_020_mike.npz,like,mike
dataset\raw\like\sample_005_mike.npz,like,mike
dataset\raw\like\sample_023_mike.npz,like,mike
dataset\raw\like\sample_018_mike.npz,like,mike
dataset\raw\like\sample_002_mike.npz,like,mike
dataset\raw\like\sample_067_wj.npz,like,wj
dataset\raw\like\sample_083_wj.npz,like,wj
dataset\raw\like\sample_076_wj.npz,like,wj
dataset\raw\like\sample_078_wj.npz,like,wj
dataset\raw\like\sample_081_wj.npz,like,wj
dataset\raw\like\sample_090_wj.npz,like,wj
dataset\raw\like\sample_065_wj.npz,like,wj
dataset\raw\like\sample_063_wj.npz,like,wj
dataset\raw\like\sample_080_wj.npz,like,wj
dataset\raw\like\sample_079_wj.npz,like,wj
dataset\raw\like\sample_064_wj.npz,like,wj
dataset\raw\like\sample_072_wj.npz,like,wj
dataset\raw\like\sample_066_wj.npz,like,wj
dataset\raw\like\sample_082_wj.npz,like,wj
dataset\raw\like\sample_062_wj.npz,like,wj
dataset\raw\like\sample_069_wj.npz,like,wj
dataset\raw\like\sample_089_wj.npz,like,wj
dataset\raw\like\sample_075_wj.npz,like,wj
dataset\raw\like\sample_084_wj.npz,like,wj
dataset\raw\like\sample_071_wj.npz,like,wj
dataset\raw\morning\sample_055_matt.npz,morning,matt
dataset\raw\morning\sample_051_matt.npz,morning,matt
dataset\raw\morning\sample_054_matt.npz,morning,matt
dataset\raw\morning\sample_038_matt.npz,morning,matt
dataset\raw\morning\sample_034_matt.npz,morning,matt
dataset\raw\morning\sample_032_matt.npz,morning,matt
dataset\raw\morning\sample_033_matt.npz,morning,matt
dataset\raw\morning\sample_047_matt.npz,morning,matt
dataset\raw\morning\sample_060_matt.npz,morning,matt
dataset\raw\morning\sample_058_matt.npz,morning,matt
dataset\raw\morning\sample_042_matt.npz,morning,matt
dataset\raw\morning\sample_057_matt.npz,morning,matt
dataset\raw\morning\sample_046_matt.npz,morning,matt
dataset\raw\morning\sample_036_matt.npz,morning,matt
dataset\raw\morning\sample_037_matt.npz,morning,matt
dataset\raw\morning\sample_035_matt.npz,morning,matt
dataset\raw\morning\sample_041_matt.npz,morning,matt
dataset\raw\morning\sample_049_matt.npz,morning,matt
dataset\raw\morning\sample_039_matt.npz,morning,matt
dataset\raw\morning\sample_056_matt.npz,morning,matt
dataset\raw\morning\sample_005_mike.npz,morning,mike
dataset\raw\morning\sample_013_mike.npz,morning,mike
dataset\raw\morning\sample_021_mike.npz,morning,mike
dataset\raw\morning\sample_006_mike.npz,morning,mike
dataset\raw\morning\sample_018_mike.npz,morning,mike
dataset\raw\morning\sample_002_mike.npz,morning,mike
dataset\raw\morning\sample_012_mike.npz,morning,mike
dataset\raw\morning\sample_028_mike.npz,morning,mike
dataset\raw\morning\sample_010_mike.npz,morning,mike
dataset\raw\morning\sample_026_mike.npz,morning,mike
dataset\raw\morning\sample_029_mike.npz,morning,mike
dataset\raw\morning\sample_020_mike.npz,morning,mike
dataset\raw\morning\sample_023_mike.npz,morning,mike
dataset\raw\morning\sample_003_mike.npz,morning,mike
dataset\raw\morning\sample_016_mike.npz,morning,mike
dataset\raw\morning\sample_014_mike.npz,morning,mike
dataset\raw\morning\sample_017_mike.npz,morning,mike
dataset\raw\morning\sample_030_mike.npz,morning,mike
dataset\raw\morning\sample_022_mike.npz,morning,mike
dataset\raw\morning\sample_004_mike.npz,morning,mike
dataset\raw\morning\sample_082_wj.npz,morning,wj
dataset\raw\morning\sample_064_wj.npz,morning,wj
dataset\raw\morning\sample_062_wj.npz,morning,wj
dataset\raw\morning\sample_061_wj.npz,morning,wj
dataset\raw\morning\sample_081_wj.npz,morning,wj
dataset\raw\morning\sample_072_wj.npz,morning,wj
dataset\raw\morning\sample_073_wj.npz,morning,wj
dataset\raw\morning\sample_070_wj.npz,morning,wj
dataset\raw\morning\sample_078_wj.npz,morning,wj
dataset\raw\morning\sample_079_wj.npz,morning,wj
dataset\raw\morning\sample_084_wj.npz,morning,wj
dataset\raw\morning\sample_083_wj.npz,morning,wj
dataset\raw\morning\sample_087_wj.npz,morning,wj
dataset\raw\morning\sample_090_wj.npz,morning,wj
dataset\raw\morning\sample_069_wj.npz,morning,wj
dataset\raw\morning\sample_086_wj.npz,morning,wj
dataset\raw\morning\sample_085_wj.npz,morning,wj
dataset\raw\morning\sample_067_wj.npz,morning,wj
dataset\raw\morning\sample_089_wj.npz,morning,wj
dataset\raw\morning\sample_080_wj.npz,morning,wj
dataset\raw\movie\sample_043_matt.npz,movie,matt
dataset\raw\movie\sample_045_matt.npz,movie,matt
dataset\raw\movie\sample_053_matt.npz,movie,matt
dataset\raw\movie\sample_052_matt.npz,movie,matt
dataset\raw\movie\sample_055_matt.npz,movie,matt
dataset\raw\movie\sample_042_matt.npz,movie,matt
dataset\raw\movie\sample_051_matt.npz,movie,matt
dataset\raw\movie\sample_037_matt.npz,movie,matt
dataset\raw\movie\sample_044_matt.npz,movie,matt
dataset\raw\movie\sample_047_matt.npz,movie,matt
dataset\raw\movie\sample_040_matt.npz,movie,matt
dataset\raw\movie\sample_048_matt.npz,movie,matt
dataset\raw\movie\sample_049_matt.npz,movie,matt
dataset\raw\movie\sample_036_matt.npz,movie,matt
dataset\raw\movie\sample_056_matt.npz,movie,matt
dataset\raw\movie\sample_033_matt.npz,movie,matt
dataset\raw\movie\sample_041_matt.npz,movie,matt
dataset\raw\movie\sample_059_matt.npz,movie,matt
dataset\raw\movie\sample_054_matt.npz,movie,matt
dataset\raw\movie\sample_032_matt.npz,movie,matt
dataset\raw\movie\sample_012_mike.npz,movie,mike
dataset\raw\movie\sample_021_mike.npz,movie,mike
dataset\raw\movie\sample_005_mike.npz,movie,mike
dataset\raw\movie\sample_009_mike.npz,movie,mike
dataset\raw\movie\sample_028_mike.npz,movie,mike
dataset\raw\movie\sample_022_mike.npz,movie,mike
dataset\raw\movie\sample_019_mike.npz,movie,mike
dataset\raw\movie\sample_017_mike.npz,movie,mike
dataset\raw\movie\sample_013_mike.npz,movie,mike
dataset\raw\movie\sample_030_mike.npz,movie,mike
dataset\raw\movie\sample_025_mike.npz,movie,mike
dataset\raw\movie\sample_001_mike.npz,movie,mike
dataset\raw\movie\sample_003_mike.npz,movie,mike
dataset\raw\movie\sample_006_mike.npz,movie,mike
dataset\raw\movie\sample_015_mike.npz,movie,mike
dataset\raw\movie\sample_010_mike.npz,movie,mike
dataset\raw\movie\sample_023_mike.npz,movie,mike
dataset\raw\movie\sample_029_mike.npz,movie,mike
dataset\raw\movie\sample_011_mike.npz,movie,mike
dataset\raw\movie\sample_014_mike.npz,movie,mike
dataset\raw\movie\sample_084_wj.npz,movie,wj
dataset\raw\movie\sample_066_wj.npz,movie,wj
dataset\raw\movie\sample_074_wj.npz,movie,wj
dataset\raw\movie\sample_071_wj.npz,movie,wj
dataset\raw\movie\sample_069_wj.npz,movie,wj
dataset\raw\movie\sample_090_wj.npz,movie,wj
dataset\raw\movie\sample_079_wj.npz,movie,wj
dataset\raw\movie\sample_082_wj.npz,movie,wj
dataset\raw\movie\sample_078_wj.npz,movie,wj
dataset\raw\movie\sample_073_wj.npz,movie,wj
dataset\raw\movie\sample_089_wj.npz,movie,wj
dataset\raw\movie\sample_067_wj.npz,movie,wj
dataset\raw\movie\sample_072_wj.npz,movie,wj
dataset\raw\movie\sample_080_wj.npz,movie,wj
dataset\raw\movie\sample_083_wj.npz,movie,wj
dataset\raw\movie\sample_077_wj.npz,movie,wj
dataset\raw\movie\sample_087_wj.npz,movie,wj
dataset\raw\movie\sample_086_wj.npz,movie,wj
dataset\raw\movie\sample_088_wj.npz,movie,wj
dataset\raw\movie\sample_062_wj.npz,movie,wj
dataset\raw\need\sample_044_matt.npz,need,matt
dataset\raw\need\sample_032_matt.npz,need,matt
dataset\raw\need\sample_047_matt.npz,need,matt
dataset\raw\need\sample_046_matt.npz,need,matt
dataset\raw\need\sample_042_matt.npz,need,matt
dataset\raw\need\sample_048_matt.npz,need,matt
dataset\raw\need\sample_049_matt.npz,need,matt
dataset\raw\need\sample_045_matt.npz,need,matt
dataset\raw\need\sample_056_matt.npz,need,matt
dataset\raw\need\sample_035_matt.npz,need,matt
dataset\raw\need\sample_043_matt.npz,need,matt
dataset\raw\need\sample_053_matt.npz,need,matt
dataset\raw\need\sample_052_matt.npz,need,matt
dataset\raw\need\sample_033_matt.npz,need,matt
dataset\raw\need\sample_058_matt.npz,need,matt
dataset\raw\need\sample_034_matt.npz,need,matt
dataset\raw\need\sample_051_matt.npz,need,matt
dataset\raw\need\sample_060_matt.npz,need,matt
dataset\raw\need\sample_050_matt.npz,need,matt
dataset\raw\need\sample_039_matt.npz,need,matt
dataset\raw\need\sample_010_mike.npz,need,mike
dataset\raw\need\sample_015_mike.npz,need,mike
dataset\raw\need\sample_009_mike.npz,need,mike
dataset\raw\need\sample_016_mike.npz,need,mike
dataset\raw\need\sample_024_mike.npz,need,mike
dataset\raw\need\sample_003_mike.npz,need,mike
dataset\raw\need\sample_029_mike.npz,need,mike
dataset\raw\need\sample_007_mike.npz,need,mike
dataset\raw\need\sample_025_mike.npz,need,mike
dataset\raw\need\sample_023_mike.npz,need,mike
dataset\raw\need\sample_018_mike.npz,need,mike
dataset\raw\need\sample_027_mike.npz,need,mike
dataset\raw\need\sample_004_mike.npz,need,mike
dataset\raw\need\sample_014_mike.npz,need,mike
dataset\raw\need\sample_001_mike.npz,need,mike
dataset\raw\need\sample_021_mike.npz,need,mike
dataset\raw\need\sample_012_mike.npz,need,mike
dataset\raw\need\sample_005_mike.npz,need,mike
dataset\raw\need\sample_017_mike.npz,need,mike
dataset\raw\need\sample_011_mike.npz,need,mike
dataset\raw\need\sample_062_wj.npz,need,wj
dataset\raw\need\sample_067_wj.npz,need,wj
dataset\raw\need\sample_061_wj.npz,need,wj
dataset\raw\need\sample_078_wj.npz,need,wj
dataset\raw\need\sample_065_wj.npz,need,wj
dataset\raw\need\sample_082_wj.npz,need,wj
dataset\raw\need\sample_064_wj.npz,need,wj
dataset\raw\need\sample_074_wj.npz,need,wj
dataset\raw\need\sample_085_wj.npz,need,wj
dataset\raw\need\sample_079_wj.npz,need,wj
dataset\raw\need\sample_077_wj.npz,need,wj
dataset\raw\need\sample_090_wj.npz,need,wj
dataset\raw\need\sample_076_wj.npz,need,wj
dataset\raw\need\sample_070_wj.npz,need,wj
dataset\raw\need\sample_088_wj.npz,need,wj
dataset\raw\need\sample_081_wj.npz,need,wj
dataset\raw\need\sample_089_wj.npz,need,wj
dataset\raw\need\sample_068_wj.npz,need,wj
dataset\raw\need\sample_071_wj.npz,need,wj
dataset\raw\need\sample_075_wj.npz,need,wj
dataset\raw\night\sample_041_matt.npz,night,matt
dataset\raw\night\sample_043_matt.npz,night,matt
dataset\raw\night\sample_045_matt.npz,night,matt
dataset\raw\night\sample_057_matt.npz,night,matt
dataset\raw\night\sample_056_matt.npz,night,matt
dataset\raw\night\sample_042_matt.npz,night,matt
dataset\raw\night\sample_040_matt.npz,night,matt
dataset\raw\night\sample_046_matt.npz,night,matt
dataset\raw\night\sample_052_matt.npz,night,matt
dataset\raw\night\sample_032_matt.npz,night,matt
dataset\raw\night\sample_031_matt.npz,night,matt
dataset\raw\night\sample_036_matt.npz,night,matt
dataset\raw\night\sample_060_matt.npz,night,matt
dataset\raw\night\sample_055_matt.npz,night,matt
dataset\raw\night\sample_054_matt.npz,night,matt
dataset\raw\night\sample_044_matt.npz,night,matt
dataset\raw\night\sample_033_matt.npz,night,matt
dataset\raw\night\sample_049_matt.npz,night,matt
dataset\raw\night\sample_038_matt.npz,night,matt
dataset\raw\night\sample_050_matt.npz,night,matt
dataset\raw\night\sample_024_mike.npz,night,mike
dataset\raw\night\sample_030_mike.npz,night,mike
dataset\raw\night\sample_005_mike.npz,night,mike
dataset\raw\night\sample_004_mike.npz,night,mike
dataset\raw\night\sample_023_mike.npz,night,mike
dataset\raw\night\sample_017_mike.npz,night,mike
dataset\raw\night\sample_028_mike.npz,night,mike
dataset\raw\night\sample_027_mike.npz,night,mike
dataset\raw\night\sample_001_mike.npz,night,mike
dataset\raw\night\sample_002_mike.npz,night,mike
dataset\raw\night\sample_018_mike.npz,night,mike
dataset\raw\night\sample_012_mike.npz,night,mike
dataset\raw\night\sample_003_mike.npz,night,mike
dataset\raw\night\sample_015_mike.npz,night,mike
dataset\raw\night\sample_014_mike.npz,night,mike
dataset\raw\night\sample_016_mike.npz,night,mike
dataset\raw\night\sample_022_mike.npz,night,mike
dataset\raw\night\sample_007_mike.npz,night,mike
dataset\raw\night\sample_008_mike.npz,night,mike
dataset\raw\night\sample_009_mike.npz,night,mike
dataset\raw\night\sample_066_wj.npz,night,wj
dataset\raw\night\sample_067_wj.npz,night,wj
dataset\raw\night\sample_074_wj.npz,night,wj
dataset\raw\night\sample_065_wj.npz,night,wj
dataset\raw\night\sample_070_wj.npz,night,wj
dataset\raw\night\sample_085_wj.npz,night,wj
dataset\raw\night\sample_079_wj.npz,night,wj
dataset\raw\night\sample_083_wj.npz,night,wj
dataset\raw\night\sample_086_wj.npz,night,wj
dataset\raw\night\sample_073_wj.npz,night,wj
dataset\raw\night\sample_082_wj.npz,night,wj
dataset\raw\night\sample_064_wj.npz,night,wj
dataset\raw\night\sample_075_wj.npz,night,wj
dataset\raw\night\sample_076_wj.npz,night,wj
dataset\raw\night\sample_088_wj.npz,night,wj
dataset\raw\night\sample_069_wj.npz,night,wj
dataset\raw\night\sample_090_wj.npz,night,wj
dataset\raw\night\sample_077_wj.npz,night,wj
dataset\raw\night\sample_068_wj.npz,night,wj
dataset\raw\night\sample_078_wj.npz,night,wj
dataset\raw\now\sample_035_matt.npz,now,matt
dataset\raw\now\sample_052_matt.npz,now,matt
dataset\raw\now\sample_060_matt.npz,now,matt
dataset\raw\now\sample_037_matt.npz,now,matt
dataset\raw\now\sample_054_matt.npz,now,matt
dataset\raw\now\sample_034_matt.npz,now,matt
dataset\raw\now\sample_043_matt.npz,now,matt
dataset\raw\now\sample_031_matt.npz,now,matt
dataset\raw\now\sample_046_matt.npz,now,matt
dataset\raw\now\sample_040_matt.npz,now,matt
dataset\raw\now\sample_047_matt.npz,now,matt
dataset\raw\now\sample_055_matt.npz,now,matt
dataset\raw\now\sample_039_matt.npz,now,matt
dataset\raw\now\sample_038_matt.npz,now,matt
dataset\raw\now\sample_051_matt.npz,now,matt
dataset\raw\now\sample_050_matt.npz,now,matt
dataset\raw\now\sample_033_matt.npz,now,matt
dataset\raw\now\sample_056_matt.npz,now,matt
dataset\raw\now\sample_048_matt.npz,now,matt
dataset\raw\now\sample_041_matt.npz,now,matt
dataset\raw\now\sample_028_mike.npz,now,mike
dataset\raw\now\sample_027_mike.npz,now,mike
dataset\raw\now\sample_017_mike.npz,now,mike
dataset\raw\now\sample_019_mike.npz,now,mike
dataset\raw\now\sample_025_mike.npz,now,mike
dataset\raw\now\sample_004_mike.npz,now,mike
dataset\raw\now\sample_024_mike.npz,now,mike
dataset\raw\now\sample_012_mike.npz,now,mike
dataset\raw\now\sample_011_mike.npz,now,mike
dataset\raw\now\sample_005_mike.npz,now,mike
dataset\raw\now\sample_016_mike.npz,now,mike
dataset\raw\now\sample_002_mike.npz,now,mike
dataset\raw\now\sample_009_mike.npz,now,mike
dataset\raw\now\sample_029_mike.npz,now,mike
dataset\raw\now\sample_030_mike.npz,now,mike
dataset\raw\now\sample_022_mike.npz,now,mike
dataset\raw\now\sample_018_mike.npz,now,mike
dataset\raw\now\sample_015_mike.npz,now,mike
dataset\raw\now\sample_003_mike.npz,now,mike
dataset\raw\now\sample_006_mike.npz,now,mike
dataset\raw\now\sample_061_wj.npz,now,wj
dataset\raw\now\sample_076_wj.npz,now,wj
dataset\raw\now\sample_082_wj.npz,now,wj
dataset\raw\now\sample_065_wj.npz,now,wj
dataset\raw\now\sample_081_wj.npz,now,wj
dataset\raw\now\sample_087_wj.npz,now,wj
dataset\raw\now\sample_089_wj.npz,now,wj
dataset\raw\now\sample_080_wj.npz,now,wj
dataset\raw\now\sample_079_wj.npz,now,wj
dataset\raw\now\sample_084_wj.npz,now,wj
dataset\raw\now\sample_070_wj.npz,now,wj
dataset\raw\now\sample_066_wj.npz,now,wj
dataset\raw\now\sample_083_wj.npz,now,wj
dataset\raw\now\sample_073_wj.npz,now,wj
dataset\raw\now\sample_086_wj.npz,now,wj
dataset\raw\now\sample_068_wj.npz,now,wj
dataset\raw\now\sample_063_wj.npz,now,wj
dataset\raw\now\sample_067_wj.npz,now,wj
dataset\raw\now\sample_071_wj.npz,now,wj
dataset\raw\now\sample_088_wj.npz,now,wj
dataset\raw\phone\sample_034_matt.npz,phone,matt
dataset\raw\phone\sample_054_matt.npz,phone,matt
dataset\raw\phone\sample_036_matt.npz,phone,matt
dataset\raw\phone\sample_038_matt.npz,phone,matt
dataset\raw\phone\sample_058_matt.npz,phone,matt
dataset\raw\phone\sample_056_matt.npz,phone,matt
dataset\raw\phone\sample_043_matt.npz,phone,matt
dataset\raw\phone\sample_033_matt.npz,phone,matt
dataset\raw\phone\sample_060_matt.npz,phone,matt
dataset\raw\phone\sample_051_matt.npz,phone,matt
dataset\raw\phone\sample_046_matt.npz,phone,matt
dataset\raw\phone\sample_040_matt.npz,phone,matt
dataset\raw\phone\sample_059_matt.npz,phone,matt
dataset\raw\phone\sample_048_matt.npz,phone,matt
dataset\raw\phone\sample_052_matt.npz,phone,matt
dataset\raw\phone\sample_037_matt.npz,phone,matt
dataset\raw\phone\sample_053_matt.npz,phone,matt
dataset\raw\phone\sample_031_matt.npz,phone,matt
dataset\raw\phone\sample_049_matt.npz,phone,matt
dataset\raw\phone\sample_055_matt.npz,phone,matt
dataset\raw\phone\sample_014_mike.npz,phone,mike
dataset\raw\phone\sample_009_mike.npz,phone,mike
dataset\raw\phone\sample_019_mike.npz,phone,mike
dataset\raw\phone\sample_012_mike.npz,phone,mike
dataset\raw\phone\sample_002_mike.npz,phone,mike
dataset\raw\phone\sample_025_mike.npz,phone,mike
dataset\raw\phone\sample_007_mike.npz,phone,mike
dataset\raw\phone\sample_028_mike.npz,phone,mike
dataset\raw\phone\sample_024_mike.npz,phone,mike
dataset\raw\phone\sample_023_mike.npz,phone,mike
dataset\raw\phone\sample_026_mike.npz,phone,mike
dataset\raw\phone\sample_027_mike.npz,phone,mike
dataset\raw\phone\sample_018_mike.npz,phone,mike
dataset\raw\phone\sample_016_mike.npz,phone,mike
dataset\raw\phone\sample_029_mike.npz,phone,mike
dataset\raw\phone\sample_005_mike.npz,phone,mike
dataset\raw\phone\sample_008_mike.npz,phone,mike
dataset\raw\phone\sample_011_mike.npz,phone,mike
dataset\raw\phone\sample_030_mike.npz,phone,mike
dataset\raw\phone\sample_020_mike.npz,phone,mike
dataset\raw\phone\sample_067_wj.npz,phone,wj
dataset\raw\phone\sample_083_wj.npz,phone,wj
dataset\raw\phone\sample_090_wj.npz,phone,wj
dataset\raw\phone\sample_075_wj.npz,phone,wj
dataset\raw\phone\sample_062_wj.npz,phone,wj
dataset\raw\phone\sample_064_wj.npz,phone,wj
